	[psi_1, psi2]	[ssx,ssy, esx,esy]	sampled prefrence	ER
1948	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 2. 6. 3.]
 [5. 2. 4. 4.]]"	[0, 1]	[-93.7247130297377, -1.9593636796915987]
1949	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[4. 3. 2. 2.]
 [9. 3. 8. 1.]]"	[0, 1]	[-91.59568398809785, -7.128008119515968]
1950	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[3. 0. 2. 2.]
 [2. 7. 4. 8.]]"	[0, 1]	[-88.44153766790625, -0.8687055046629624]
1951	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 1. 0.]]"	"[[2. 6. 3. 6.]
 [5. 3. 3. 2.]]"	[0, 1]	[-90.63732030840626, -5.119788092600615]
1952	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 6. 3. 6.]
 [9. 9. 9. 9.]]"	[0, 1]	[-92.63732030840626, -3.0]
1953	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 8. 3. 6.]
 [3. 1. 3. 0.]]"	[0, 1]	[-96.80929280205001, -3.036478015683592]
1954	"[[0. 0. 1. 0. 0. 2.]
 [2. 0. 0. 0. 1. 1.]]"	"[[3. 9. 3. 6.]
 [3. 1. 4. 1.]]"	[0, 1]	[-98.80929280205001, -2.9614834677841984]
1955	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 1. 6. 3.]
 [4. 9. 4. 6.]]"	[0, 1]	[-90.55608830410975, -6.134428924261293]
1956	"[[2. 0. 1. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 2. 6. 3.]
 [4. 9. 7. 9.]]"	[0, 1]	[-90.64230532839126, 0.14485204999999723]
1957	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[3. 2. 2. 2.]
 [7. 9. 7. 8.]]"	[0, 1]	[-91.51653221580564, -8.049999999999997]
1958	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[0. 1. 2. 2.]
 [3. 3. 4. 1.]]"	[0, 1]	[-86.3736830431031, -4.03955608830411]
1959	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[1. 2. 2. 2.]
 [7. 0. 9. 1.]]"	[0, 1]	[-87.44353466890624, 0.02369321941233693]
1960	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[1. 2. 2. 2.]
 [9. 5. 9. 6.]]"	[0, 1]	[-88.44353466890624, -1.9521488500499942]
1961	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 4. 6. 3.]
 [6. 7. 5. 5.]]"	[0, 1]	[-94.67799830671296, -6.134428924261293]
1962	"[[2. 0. 1. 1. 0. 0.]
 [0. 0. 0. 1. 0. 3.]]"	"[[5. 1. 6. 3.]
 [6. 7. 8. 8.]]"	[0, 1]	[-90.55608830410975, -0.8551479500000028]
1963	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [2. 5. 2. 4.]]"	[1, 0]	[-0.9500000000000028, -4.037598682988104]
1964	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 8. 8. 9.]
 [3. 7. 2. 9.]]"	[1, 0]	[-0.9020500000000027, -3.956235516490757]
1965	"[[2. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 9. 8. 9.]
 [3. 7. 2. 9.]]"	[1, 0]	[-2.0, -4.956235516490757]
1966	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 7. 8. 9.]
 [3. 7. 5. 8.]]"	[0, 1]	[-2.9000500000000002, -0.865571075738707]
1967	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [9. 6. 8. 6.]]"	[1, 0]	[-2.950000000000003, -4.949099950000004]
1968	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 8. 8. 9.]
 [3. 9. 3. 8.]]"	[1, 0]	[-0.9020500000000027, -6.04480929280205]
1969	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 6. 3. 5.]
 [3. 1. 1. 0.]]"	[0, 1]	[-95.76448350924795, -4.107325649481737]
1970	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[1. 4. 3. 5.]
 [3. 1. 4. 1.]]"	[0, 1]	[-87.52651622979965, -3.9614834677841984]
1971	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 2. 2. 2.]
 [5. 2. 4. 2.]]"	[0, 1]	[-87.44353466890624, -4.039595683988104]
1972	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 1. 2. 2.]
 [5. 2. 4. 4.]]"	[0, 1]	[-85.3736830431031, -1.9593636796915987]
1973	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 2. 2. 2.]
 [0. 8. 1. 6.]]"	[0, 1]	[-90.51653221580564, -4.038639319308395]
1974	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 1. 2. 2.]
 [4. 8. 3. 8.]]"	[0, 1]	[-87.44153766790625, -5.04480929280205]
1975	"[[2. 1. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 8. 8. 9.]
 [1. 8. 0. 8.]]"	[1, 0]	[-0.9500000000000028, -5.039678998306719]
1976	"[[1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 9. 8. 9.]
 [8. 6. 7. 8.]]"	[1, 0]	[-0.9500000000000028, -3.95205]
1977	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[0. 3. 2. 2.]
 [4. 7. 2. 8.]]"	[0, 1]	[-87.44353466890624, -8.04376448350925]
1978	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 1. 2. 2.]
 [4. 7. 5. 7.]]"	[0, 1]	[-88.44153766790625, -1.95519070719795]
1979	"[[2. 0. 1. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[4. 2. 6. 3.]
 [2. 6. 2. 7.]]"	[0, 1]	[-90.55608830410975, -1.9593220016932946]
1980	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 2. 6. 3.]
 [6. 9. 7. 9.]]"	[0, 1]	[-91.64230532839126, -1.9500000000000028]
1981	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [9. 2. 9. 0.]]"	[1, 0]	[-0.9500000000000028, -5.084295381510216]
1982	"[[1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 7. 8. 9.]
 [1. 9. 1. 9.]]"	[1, 0]	[-1.9000500000000002, -6.0]
1983	"[[2. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 8. 8. 9.]
 [8. 8. 7. 8.]]"	[1, 0]	[-0.9500000000000028, -8.049999999999997]
1984	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 2. 0. 0.]]"	"[[9. 7. 8. 9.]
 [6. 2. 5. 2.]]"	[1, 0]	[0.09994999999999976, -1.046621340293406]
1985	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 7. 8. 9.]
 [6. 2. 8. 3.]]"	[0, 1]	[-1.9000500000000002, -0.8748248181433027]
1986	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 1. 6. 3.]
 [2. 3. 1. 3.]]"	[0, 1]	[-91.64230532839126, -4.0375175322158015]
1987	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[6. 2. 6. 3.]
 [2. 3. 3. 1.]]"	[0, 1]	[-91.64230532839126, -5.039516532215799]
1988	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 3. 2. 2.]
 [9. 6. 7. 5.]]"	[0, 1]	[-89.51753221580563, -7.039858147950014]
1989	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 3. 2. 2.]
 [8. 4. 8. 7.]]"	[0, 1]	[-90.51753221580563, 0.13870819795000955]
1990	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 4. 6. 3.]
 [4. 8. 4. 9.]]"	[0, 1]	[-95.76748051024795, -1.9541448520499998]
1991	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 3. 6. 3.]
 [3. 0. 4. 2.]]"	[0, 1]	[-93.7247130297377, -0.8854493637964964]
1992	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[2. 3. 2. 2.]
 [2. 6. 1. 4.]]"	[0, 1]	[-89.51753221580563, -5.110804078606613]
1993	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[3. 0. 2. 2.]
 [2. 6. 2. 7.]]"	[0, 1]	[-88.44153766790625, -1.9593220016932946]
1994	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[2. 3. 2. 2.]
 [9. 8. 9. 9.]]"	[0, 1]	[-89.51753221580563, -1.9500000000000028]
1995	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[3. 0. 2. 2.]
 [7. 7. 6. 9.]]"	[0, 1]	[-88.44153766790625, -2.95205]
1996	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 3. 6. 3.]
 [8. 3. 7. 3.]]"	[0, 1]	[-93.7247130297377, -4.042767480510257]
1997	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[7. 3. 6. 3.]
 [7. 2. 7. 2.]]"	[0, 1]	[-93.7247130297377, -2.0]
1998	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [5. 7. 4. 7.]]"	[1, 0]	[0.09994999999999976, -4.04480929280205]
1999	"[[1. 1. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[9. 7. 8. 9.]
 [5. 7. 3. 8.]]"	[1, 0]	[-1.9000500000000002, -6.04480929280205]
2000	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[5. 7. 3. 6.]
 [3. 0. 4. 0.]]"	[0, 1]	[-96.80929280205001, -1.963521984316408]
2001	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 4. 3. 6.]
 [3. 0. 5. 0.]]"	[0, 1]	[-88.56108430510974, -2.9250054521006064]
2002	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 2. 2. 2.]
 [0. 8. 0. 9.]]"	[0, 1]	[-90.51653221580564, -1.9603210016932806]
2003	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[0. 1. 2. 2.]
 [0. 8. 2. 7.]]"	[0, 1]	[-85.3736830431031, -2.9613210016932854]
2004	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 8. 8. 9.]
 [8. 5. 8. 2.]]"	[1, 0]	[-0.9500000000000028, -7.1314349202622935]
2005	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 9. 8. 9.]
 [8. 5. 8. 8.]]"	[0, 1]	[-1.9500000000000028, 0.14385204999999956]
2006	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 3. 2. 2.]
 [4. 7. 2. 8.]]"	[0, 1]	[-89.51753221580563, -8.04376448350925]
2007	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 3. 2. 2.]
 [7. 3. 8. 3.]]"	[0, 1]	[-90.51753221580563, -1.957232519489743]
2008	"[[2. 1. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 9. 8. 9.]
 [1. 1. 1. 0.]]"	[1, 0]	[-2.0, -3.0374011001292374]
2009	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[7. 9. 8. 9.]
 [0. 7. 1. 9.]]"	[0, 1]	[-4.0, 0.12003903664084703]
2010	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 4. 6. 3.]
 [8. 4. 7. 4.]]"	[0, 1]	[-95.76748051024795, -4.043811291802044]
2011	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 3. 6. 3.]
 [2. 7. 4. 8.]]"	[0, 1]	[-93.7247130297377, -0.8687055046629624]
2012	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [8. 6. 8. 5.]]"	[1, 0]	[-0.9500000000000028, -4.045902050000002]
2013	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 9. 8. 9.]
 [6. 7. 6. 6.]]"	[1, 0]	[-1.9500000000000028, -4.04585514795]
2014	"[[2. 1. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 9. 8. 9.]
 [2. 8. 2. 5.]]"	[1, 0]	[-2.0, -8.122036037640854]
2015	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[7. 9. 8. 9.]
 [2. 8. 5. 8.]]"	[0, 1]	[-4.0, 0.13442892426130015]
2016	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [8. 4. 7. 2.]]"	[1, 0]	[-0.9500000000000028, -6.128303485342023]
2017	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[6. 8. 8. 9.]
 [9. 5. 9. 8.]]"	[0, 1]	[-0.9020500000000027, 0.14670119995000164]
2018	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [9. 3. 7. 4.]]"	[1, 0]	[-0.9500000000000028, -3.945257495500755]
2019	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [9. 3. 8. 5.]]"	[0, 1]	[-2.950000000000003, -1.856590055748704]
2020	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [6. 6. 7. 4.]]"	[1, 0]	[-0.9500000000000028, -5.041812291802053]
2021	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 6. 3.]
 [8. 0. 8. 1.]]"	[0, 1]	[-93.63632030840625, -1.9594152701137588]
2022	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 2. 2. 2.]
 [2. 0. 0. 0.]]"	[0, 1]	[-90.51653221580564, -5.06977678616434]
2023	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 3. 2. 2.]
 [4. 4. 5. 6.]]"	[0, 1]	[-87.44353466890624, 0.12816320084169774]
2024	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [8. 0. 8. 0.]]"	[1, 0]	[-0.9500000000000028, -3.0]
2025	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 7. 8. 9.]
 [8. 0. 9. 2.]]"	[0, 1]	[-1.9000500000000002, -0.8751198886035425]
2026	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 3. 2. 2.]
 [9. 5. 9. 4.]]"	[0, 1]	[-90.55608830410975, -4.045803298800045]
2027	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[0. 1. 2. 2.]
 [7. 2. 6. 2.]]"	[0, 1]	[-85.3736830431031, -5.040682988316711]
2028	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 8. 8. 9.]
 [0. 4. 1. 4.]]"	[1, 0]	[-0.9500000000000028, -1.964473483770199]
2029	"[[0. 1. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 9. 8. 9.]
 [7. 8. 7. 8.]]"	[1, 0]	[-1.9500000000000028, -6.0]
2030	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 1. 6. 3.]
 [9. 2. 8. 1.]]"	[0, 1]	[-90.55608830410975, -5.084295381510216]
2031	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 2. 6. 3.]
 [9. 2. 9. 5.]]"	[0, 1]	[-90.55608830410975, 0.13427353230704853]
2032	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[3. 3. 2. 2.]
 [5. 2. 7. 1.]]"	[0, 1]	[-90.55608830410975, -1.953378659706594]
2033	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 2. 2. 2.]
 [4. 0. 5. 1.]]"	[0, 1]	[-88.44353466890624, -1.9219273794800884]
2034	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 4. 3. 5.]
 [1. 6. 0. 6.]]"	[0, 1]	[-93.67799830671296, -4.037600679989104]
2035	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 3. 5.]
 [3. 0. 2. 0.]]"	[0, 1]	[-92.63632030840625, -3.035441537667907]
2036	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 4. 6. 3.]
 [8. 2. 7. 4.]]"	[0, 1]	[-94.67799830671296, -1.9572325194897573]
2037	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 2. 0.]]"	"[[5. 1. 6. 3.]
 [0. 1. 0. 2.]]"	[0, 1]	[-90.55608830410975, -3.965591908865761]
2038	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 3. 6. 3.]
 [1. 4. 1. 3.]]"	[0, 1]	[-91.63632030840625, -1.0465015462098108]
2039	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[6. 2. 6. 3.]
 [1. 4. 2. 4.]]"	[0, 1]	[-91.64230532839126, -0.9654319246899021]
2040	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 4. 6. 3.]
 [3. 7. 1. 6.]]"	[0, 1]	[-94.7247130297377, -9.120039036640854]
2041	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[5. 3. 6. 3.]
 [5. 7. 8. 7.]]"	[0, 1]	[-92.63632030840625, -0.8592928020499997]
2042	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [5. 8. 6. 8.]]"	[1, 0]	[-0.9500000000000028, -1.95309795]
2043	"[[1. 1. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[9. 8. 8. 9.]
 [1. 9. 3. 9.]]"	[0, 1]	[-2.950000000000003, -1.9114262236887]
2044	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 9. 8. 9.]
 [0. 1. 1. 1.]]"	[0, 1]	[-3.0, -1.9655919088657612]
2045	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[7. 7. 8. 9.]
 [0. 1. 1. 3.]]"	[1, 0]	[0.09794999999999732, -0.8936683595132635]
2046	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 4. 2. 2.]
 [9. 4. 9. 3.]]"	[0, 1]	[-88.56108430510974, -4.044757495501251]
2047	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 1. 2. 2.]
 [4. 4. 6. 4.]]"	[0, 1]	[-87.44153766790625, -2.911607278668548]
2048	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 4. 6. 3.]
 [6. 8. 5. 8.]]"	[0, 1]	[-95.81129180205, -4.04690205]
2049	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 4. 6. 3.]
 [6. 8. 7. 8.]]"	[0, 1]	[-92.63632030840625, -3.95205]
2050	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 3. 2. 2.]
 [5. 9. 6. 8.]]"	[0, 1]	[-91.59568398809785, -3.0]
2051	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 3. 2. 2.]
 [5. 9. 6. 9.]]"	[0, 1]	[-92.59568398809785, -1.9520499999999998]
2052	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 6. 3.]
 [5. 7. 5. 6.]]"	[0, 1]	[-91.63632030840625, -4.04480929280205]
2053	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[4. 4. 6. 3.]
 [5. 7. 7. 8.]]"	[0, 1]	[-92.63632030840625, -0.8592928020499997]
2054	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 6. 3. 6.]
 [0. 8. 1. 7.]]"	[0, 1]	[-90.63732030840626, -3.0]
2055	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[0. 6. 3. 6.]
 [0. 8. 1. 9.]]"	[0, 1]	[-88.56307930910876, -1.9186002826675477]
2056	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[2. 3. 3. 5.]
 [3. 1. 1. 0.]]"	[0, 1]	[-89.51753221580563, -4.107325649481737]
2057	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 5. 3. 5.]
 [3. 1. 5. 0.]]"	[0, 1]	[-89.59868298809785, -3.9614834677841984]
2058	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 7. 3. 6.]
 [2. 5. 0. 4.]]"	[0, 1]	[-96.80929280205001, -4.107693274528003]
2059	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 5. 3. 6.]
 [3. 9. 3. 8.]]"	[0, 1]	[-88.56307930910876, -5.04480929280205]
2060	"[[2. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 8. 8. 9.]
 [4. 7. 2. 8.]]"	[1, 0]	[-0.9500000000000028, -8.04376448350925]
2061	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 9. 8. 9.]
 [4. 7. 5. 7.]]"	[1, 0]	[-0.9500000000000028, -1.95519070719795]
2062	"[[2. 1. 0. 1. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[9. 7. 8. 9.]
 [5. 3. 4. 1.]]"	[1, 0]	[0.09994999999999976, -5.119788092600615]
2063	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 4. 6. 3.]
 [3. 7. 2. 9.]]"	[0, 1]	[-93.7247130297377, -4.956235516490757]
2064	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 3. 6. 3.]
 [3. 7. 5. 8.]]"	[0, 1]	[-93.63632030840625, -0.865571075738707]
2065	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 5. 3. 5.]
 [2. 9. 1. 8.]]"	[0, 1]	[-94.7207190257387, -9.085485202534983]
2066	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[2. 5. 3. 5.]
 [5. 8. 8. 8.]]"	[0, 1]	[-89.59868298809785, -0.8551479500000028]
2067	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 6. 3. 6.]
 [1. 6. 2. 4.]]"	[0, 1]	[-94.7207190257387, -4.039595683988111]
2068	"[[1. 0. 1. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 6. 3. 6.]
 [3. 8. 4. 9.]]"	[0, 1]	[-95.7207190257387, -0.9093355592479497]
2069	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 8. 8. 9.]
 [1. 4. 1. 4.]]"	[0, 1]	[-2.950000000000003, -2.0]
2070	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 8. 8. 9.]
 [1. 4. 2. 4.]]"	[1, 0]	[-0.9020500000000027, -1.9654319246899021]
2071	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 3. 2. 2.]
 [8. 1. 7. 2.]]"	[0, 1]	[-91.59568398809785, -1.9017415695247664]
2072	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 3. 2. 2.]
 [8. 1. 7. 3.]]"	[0, 1]	[-89.51753221580563, -2.8600168564950366]
2073	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 9. 3. 6.]
 [8. 3. 7. 5.]]"	[0, 1]	[-98.80929280205001, -1.9561887081979634]
2074	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 6. 3. 6.]
 [8. 3. 9. 4.]]"	[0, 1]	[-94.7207190257387, -1.009985008998001]
2075	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 7. 8. 9.]
 [8. 2. 7. 0.]]"	[1, 0]	[0.09994999999999976, -4.122050006674833]
2076	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 9. 8. 9.]
 [6. 6. 8. 5.]]"	[1, 0]	[0.09794999999999732, -2.953144852050002]
